marketCategory,year,qtr,gearGroup,portComplex,species,live,comLands
209,1984,4,NET,BDG,PTRL,N,2
151,1990,3,NET,MRO,SHRK,N,8056
190,1983,1,HKL,OSD,SABL,N,207
956,1988,4,HKL,MRO,CLPR,N,6004
262,1985,3,TWL,MNT,SSPN,N,56781
960,1985,4,HKL,OLA,BCAC,N,361
190,1985,4,HKL,OSB,SABL,N,327
959,1990,3,HKL,BRG,DBRK,N,7340
167,1988,2,HKL,OSD,SHRK,N,1280
190,1988,1,FPT,OSF,SABL,N,5086
258,1987,2,TWL,MNT,CHNA,N,80
961,1989,1,TWL,MNT,ARRA,N,5822
959,1985,4,HKL,OLA,GBLC,N,2740
155,1988,4,NET,OLA,SHRK,N,28294
204,1986,2,NET,OSB,FNTS,N,20
250,1989,3,NET,OSF,DBRK,N,1180
960,1984,3,HKL,OSD,URCK,N,146
153,1985,1,HKL,MNT,LSRK,N,608
959,1984,4,NET,OLA,VRML,N,4271
245,1983,1,HKL,MNT,CWCD,N,19
261,1987,2,NET,OSF,CBZN,N,23
230,1985,1,FPT,MRO,UFLT,N,15
153,1987,1,HKL,OLA,LSRK,N,72
956,1983,2,TWL,MRO,SSPN,N,300
206,1985,2,TWL,MRO,EGLS,N,28366
959,1984,3,TWL,BDG,BCAC,N,3064
159,1984,3,TWL,BRG,SSRK,N,841
159,1990,3,TWL,OSB,SSRK,N,96
961,1988,1,TWL,MRO,ARRA,N,11713
435,1989,1,NET,MNT,OCRK,N,50535
959,1990,1,HKL,OSF,CNRY,N,7979
205,1989,1,TWL,ERK,SSOL,N,10410
261,1989,1,HKL,MNT,CBZN,N,759
959,1990,3,NET,OSD,BANK,N,864
959,1985,2,TWL,OSB,GSPT,N,596
250,1990,3,TWL,ERK,STRK,N,3961
250,1987,3,TWL,BRG,ARRA,N,443
959,1983,3,HKL,BRG,BANK,N,479
250,1986,4,TWL,MRO,DBRK,N,2827
959,1987,3,NET,OSD,SSPN,N,18
956,1985,3,NET,MRO,BCAC,N,6937
250,1985,2,HKL,OSB,CNRY,N,12628
250,1983,3,HKL,BRG,BDRK,N,8849
252,1983,3,FPT,MNT,BLCK,N,2530
667,1990,1,HKL,OSD,BLGL,N,25542
175,1984,1,NET,OLA,USKT,N,225
240,1984,2,TWL,ERK,UTRB,N,3990
959,1990,3,TWL,BRG,CLPR,N,38280
231,1988,3,HKL,MNT,STRY,N,32
155,1987,1,NET,MRO,SHRK,N,988
159,1985,1,TWL,ERK,SSRK,N,192
250,1989,2,HKL,BRG,BCAC,N,6488
250,1990,3,HKL,ERK,BCAC,N,27550
155,1987,3,HKL,BDG,SHRK,N,1566
961,1988,2,NET,MNT,RDBD,N,35
225,1988,4,HKL,OSF,UDAB,N,1131
250,1988,3,HKL,OSF,WDOW,N,2070
250,1987,4,HKL,OSF,WDOW,N,191
667,1986,1,NET,OSB,BLGL,N,2554
250,1984,4,TWL,OSF,SNOS,N,1436
207,1985,1,TWL,MNT,REX,N,22646
659,1983,4,HKL,MNT,KLPR,N,2
267,1983,1,FPT,OSF,BRWN,N,1441
175,1989,1,HKL,BDG,USKT,N,96
174,1989,2,FPT,OLA,SHRK,N,260
961,1986,2,HKL,BRG,DBRK,N,64
250,1989,2,NET,OSD,BCAC,N,17198
959,1987,1,NET,OSD,GSRK,N,27
957,1987,3,NET,OSD,URCK,N,24
667,1987,1,NET,OSD,SSPN,N,288
190,1986,1,NET,OSF,SABL,N,25984
190,1985,1,HKL,OCA,SABL,N,1425
250,1990,4,HKL,CRS,SSPN,N,3
262,1989,4,TWL,BDG,SSPN,N,71244
956,1987,4,HKL,OLA,BDRK,N,48
245,1988,4,TWL,OSF,CWCD,N,495
207,1988,4,TWL,OSF,REX,N,57642
959,1988,1,HKL,CRS,CNRY,N,522
957,1990,3,HKL,BDG,BRWN,N,14399
956,1989,2,HKL,MNT,SSPN,N,11
245,1988,1,HKL,OSB,CWCD,N,2669
959,1985,1,HKL,CRS,DBRK,N,250
150,1983,4,TWL,MRO,SHRK,N,3166
956,1985,2,HKL,OLA,YTRK,N,488
250,1983,4,TWL,BRG,YEYE,N,956
250,1990,1,HKL,CRS,YEYE,N,224
959,1986,3,NET,OSB,CWCD,N,969
961,1984,2,TWL,ERK,SHRP,N,1314
665,1987,2,HKL,MRO,BDRK,N,62
959,1985,3,HKL,ERK,CNRY,N,83
261,1987,2,NET,BDG,CBZN,N,30
271,1985,3,TWL,BDG,POP,N,460
959,1986,1,NET,OLA,CWCD,N,32661
959,1985,2,NET,OLA,BANK,N,923
230,1990,1,NET,MRO,UFLT,N,2266
959,1988,2,HKL,OSD,BANK,N,1084
200,1986,3,NET,OSB,UFLT,N,654
250,1985,2,TWL,CRS,CNRY,N,74461
956,1985,4,NET,OSB,BCAC,N,34604
151,1987,4,NET,OSD,SHRK,N,32896
961,1990,1,NET,MNT,SSPN,N,782
960,1989,3,HKL,ERK,ROSY,N,2
960,1984,2,TWL,CRS,SHRP,N,187
174,1983,3,NET,OSB,SHRK,N,264
262,1990,1,TWL,OSF,LSPN,N,6548
258,1987,4,NET,OSF,CHNA,N,5
956,1986,2,TWL,BRG,BLGL,N,97
667,1986,2,NET,OSD,BANK,N,1864
195,1985,2,HKL,OLA,LCOD,N,194
209,1984,2,HKL,MRO,PTRL,N,12
956,1989,1,HKL,BDG,YTRK,N,2435
269,1985,2,NET,OSF,WDOW,N,287072
267,1986,3,NET,MNT,BRWN,N,45672
250,1986,3,TWL,BRG,SLGR,N,495
959,1986,4,HKL,CRS,ARRA,N,7
435,1983,4,HKL,OCA,OCRK,N,364
959,1989,3,HKL,CRS,CLPR,N,17861
153,1988,3,HKL,OSD,LSRK,N,22
960,1990,3,HKL,BRG,RSTN,N,120
154,1987,2,NET,OLA,SHRK,N,206
957,1988,3,TWL,BDG,URCK,N,10
261,1987,2,NET,MNT,CBZN,N,90
195,1985,1,FPT,OSF,LCOD,N,41
262,1986,2,TWL,MNT,SSPN,N,50827
231,1985,1,TWL,OSF,STRY,N,39576
262,1989,4,TWL,MNT,SSPN,N,8022
250,1989,1,HKL,ERK,VRML,N,15
959,1988,3,NET,OSF,GSRK,N,68
959,1985,4,NET,MNT,BCAC,N,2896
271,1985,3,TWL,MNT,POP,N,134
250,1984,2,HKL,OSD,BRWN,N,3
150,1984,1,NET,ERK,SHRK,N,15
262,1983,4,TWL,OSF,SNOS,N,1981
250,1987,2,HKL,CRS,RSTN,N,42
211,1986,3,TWL,MNT,DOVR,N,438643
956,1989,1,TWL,OSB,GSRK,N,3
207,1990,4,TWL,BRG,REX,N,36871
961,1989,4,NET,MNT,ARRA,N,16889
250,1988,2,NET,MRO,SPKL,N,196
260,1987,2,TWL,OLA,SCOR,N,15
261,1988,1,HKL,MRO,CBZN,N,101
209,1984,3,HKL,BRG,PTRL,N,7
195,1983,4,HKL,MRO,LCOD,N,556
960,1990,3,HKL,BDG,BLGL,N,157
262,1988,3,HKL,ERK,THDS,N,425
195,1986,3,HKL,OSF,LCOD,N,7617
957,1985,2,TWL,MRO,URCK,N,420
158,1983,3,HKL,OLA,SHRK,N,342
152,1984,2,NET,OSF,DSRK,N,4
168,1983,3,NET,OSF,SHRK,N,66
956,1984,1,NET,OLA,GBLC,N,212
435,1983,1,HKL,OLA,OCRK,N,1334
250,1987,4,HKL,OSD,GBLC,N,1455
222,1989,2,TWL,MNT,CHLB,N,9878
230,1989,3,NET,OSF,UFLT,N,1685
290,1989,1,HKL,OLA,KLPG,N,1236
159,1988,4,HKL,MRO,SSRK,N,28
151,1984,2,HKL,OSB,SHRK,N,950
205,1984,1,TWL,MNT,SSOL,N,1618
175,1990,1,HKL,OSF,USKT,N,1648
231,1990,3,HKL,MRO,STRY,N,7
435,1990,3,TWL,OLA,OCRK,N,1399
960,1989,3,TWL,BRG,CLPR,N,338
250,1988,3,HKL,ERK,CNRY,N,1599
175,1987,2,TWL,ERK,USKT,N,19588
195,1987,2,NET,CRS,LCOD,N,14
956,1985,1,NET,OLA,SNOS,N,334
959,1985,1,TWL,OSB,BCAC,N,3
959,1989,4,HKL,ERK,BCAC,N,1530
198,1989,2,TWL,CRS,GRDR,N,14994
961,1985,4,NET,OSF,GSPT,N,1
250,1985,1,TWL,OSF,PNKR,N,2172
956,1985,3,NET,MNT,WDOW,N,16082
956,1984,4,NET,MNT,BANK,N,14036
959,1989,2,HKL,MNT,VRML,N,2310
959,1983,3,HKL,MNT,CNRY,N,22725
203,1990,2,NET,MNT,RSOL,N,3
250,1986,1,NET,OSF,CLPR,N,72550
959,1986,2,TWL,OSF,BANK,N,1090
190,1988,3,HKL,OSD,SABL,N,111
261,1988,3,HKL,BDG,CBZN,N,4
956,1984,2,TWL,OSF,YTRK,N,1592
225,1990,3,HKL,MRO,UDAB,N,18
956,1983,2,HKL,OSF,SNOS,N,1
225,1983,2,TWL,CRS,UDAB,N,39252
957,1988,1,HKL,MRO,URCK,N,339
250,1987,4,TWL,BDG,BANK,N,216
158,1985,2,NET,OSB,SHRK,N,26
195,1984,4,TWL,BDG,LCOD,N,24940
262,1984,3,TWL,BDG,SSPN,N,11068
961,1983,1,TWL,BDG,CLPR,N,1775
150,1983,4,TWL,BDG,SHRK,N,1393
151,1985,3,NET,BDG,SHRK,N,156
209,1983,3,NET,OSB,PTRL,N,17
959,1984,4,TWL,BRG,CLPR,N,82388
155,1983,4,NET,MRO,SHRK,N,19052
959,1989,4,NET,MNT,FLAG,N,339
956,1989,2,HKL,BDG,BCAC,N,3589
171,1987,2,HKL,OLA,URAY,N,1
961,1988,2,TWL,ERK,BANK,N,127
959,1987,3,HKL,OSB,BRNZ,N,2461
960,1985,3,TWL,CRS,GSRK,N,959
959,1984,4,HKL,OLA,GSRK,N,159
211,1988,3,TWL,ERK,DOVR,N,2187210
269,1984,3,HKL,OSD,WDOW,N,98
959,1985,1,NET,OLA,CWCD,N,18324
959,1984,2,NET,OLA,STAR,N,41
961,1983,2,TWL,ERK,SNOS,N,3413
203,1988,4,NET,MRO,RSOL,N,9
959,1986,1,HKL,CRS,DBRK,N,258
959,1986,1,NET,OLA,FLAG,N,517
959,1989,4,NET,OSD,BRNZ,N,263
258,1988,2,HKL,ERK,CHNA,N,27
159,1990,3,HKL,MRO,SSRK,N,24
250,1988,3,HKL,BDG,WDOW,N,2111
250,1986,3,TWL,ERK,RDBD,N,8737
959,1985,4,HKL,BRG,CWCD,N,4
961,1985,4,TWL,MRO,SNOS,N,104644
155,1985,3,NET,OSB,SHRK,N,22577
150,1984,2,TWL,OSF,SHRK,N,1427
245,1985,1,HKL,OSD,CWCD,N,1332
977,1983,2,TWL,OLA,VRML,N,1839
195,1983,2,TWL,MNT,LCOD,N,79115
959,1983,1,TWL,MNT,VRML,N,2720
956,1990,1,NET,OSB,CLPR,N,3729
252,1990,3,HKL,CRS,BLCK,N,60378
190,1988,2,HKL,OSF,SABL,N,177690
956,1989,4,HKL,BDG,GSPT,N,363
250,1986,4,HKL,OSD,SNOS,N,1074
250,1988,3,TWL,BRG,WDOW,N,17864
250,1989,3,HKL,BRG,SBLY,N,62
250,1990,3,HKL,CRS,BCAC,N,5410
956,1985,2,NET,MRO,BCAC,N,10708
222,1983,2,HKL,OSB,CHLB,N,312
250,1986,2,HKL,MNT,YTRK,N,166
253,1984,3,TWL,OSF,BLGL,N,669
960,1984,1,TWL,CRS,WDOW,N,180
271,1983,4,TWL,CRS,POP,N,1171
960,1985,3,NET,OSD,URCK,N,565
956,1985,1,TWL,BRG,CLPR,N,13744
159,1983,1,HKL,MRO,SSRK,N,42
956,1984,3,TWL,MRO,VRML,N,11131
165,1989,4,TWL,BDG,ASRK,N,92
205,1988,4,TWL,MNT,SSOL,N,483
956,1987,3,NET,MRO,BANK,N,43813
959,1989,1,TWL,OSF,DBRK,N,307
959,1990,2,TWL,BRG,YTRK,N,2331
959,1990,1,NET,OSB,CNRY,N,112
977,1983,3,HKL,OSB,SNOS,N,180
225,1985,1,NET,MNT,UDAB,N,1817
161,1983,2,HKL,OSF,SHRK,N,82
240,1990,4,FPT,OSF,UTRB,N,2
956,1989,4,HKL,MRO,WDOW,N,9
211,1989,3,HKL,ERK,DOVR,N,25113
206,1984,2,TWL,ERK,EGLS,N,169790
245,1984,3,HKL,OSD,CWCD,N,363
250,1987,4,HKL,ERK,GSRK,N,36
225,1986,1,HKL,MNT,UDAB,N,275
956,1987,1,HKL,OSB,SPKL,N,17420
672,1984,2,TWL,ERK,SBLY,N,85
250,1986,2,NET,MRO,BCAC,N,27109
225,1988,1,FPT,OSF,UDAB,N,432
956,1984,4,NET,MNT,SABL,N,146
209,1985,4,NET,MNT,PTRL,N,1045
667,1984,4,HKL,OSD,BLGL,N,1826
959,1984,3,NET,OLA,CNRY,N,250
154,1989,2,FPT,OSD,SHRK,N,4
959,1989,1,FPT,OSF,URCK,N,1818
225,1989,2,TWL,MRO,UDAB,N,955
959,1990,1,TWL,BRG,CNRY,N,3329
962,1989,1,HKL,MRO,GPHR,N,4456
250,1986,3,HKL,CRS,BCAC,N,329
651,1983,4,HKL,MRO,OLVE,N,17
267,1983,1,FPT,MRO,BRWN,N,29
250,1986,3,HKL,ERK,URCK,N,163
977,1983,2,HKL,OLA,FLAG,N,1705
962,1989,3,NET,MRO,URCK,N,154
956,1986,4,HKL,MRO,SPKL,N,253
250,1986,1,HKL,BRG,CNRY,N,111
207,1985,1,TWL,CRS,REX,N,22721
206,1984,3,NET,OSB,EGLS,N,88
956,1985,3,NET,OSB,YTRK,N,13961
206,1984,2,TWL,MRO,EGLS,N,11535
222,1983,4,HKL,OSD,CHLB,N,22
250,1984,2,NET,OSD,SLGR,N,19
151,1990,4,NET,OSB,SHRK,N,3235
959,1989,2,HKL,BRG,SNOS,N,203
959,1990,3,HKL,BRG,WDOW,N,3605
207,1987,4,HKL,MRO,REX,N,1982
959,1988,4,TWL,BDG,CLPR,N,310
959,1988,2,HKL,BRG,SNOS,N,43
956,1990,2,NET,OSB,REDS,N,38
250,1989,1,HKL,BRG,GSRK,N,34
651,1988,4,HKL,MRO,OLVE,N,3
959,1983,1,NET,MRO,BCAC,N,1538
290,1988,4,FPT,OSF,KLPG,N,27
961,1988,3,TWL,MRO,BLGL,N,4823
495,1984,2,TWL,MNT,PWHT,N,7000
250,1985,2,NET,OSB,COPP,N,69
959,1983,1,NET,MNT,CLPR,N,19
240,1990,3,NET,MRO,UTRB,N,231
175,1990,3,NET,OLA,USKT,N,608
435,1990,3,HKL,OLA,OCRK,N,1734
956,1988,1,TWL,OSB,WDOW,N,27
250,1988,3,TWL,MNT,BLGL,N,3560
250,1990,1,TWL,BRG,SBLY,N,1977
959,1990,1,NET,MNT,CWCD,N,4713
959,1986,4,TWL,BRG,WDOW,N,2816
959,1985,3,TWL,CRS,ARRA,N,52
250,1989,2,NET,MNT,FLAG,N,92
962,1988,3,NET,MRO,URCK,N,5
962,1989,2,HKL,MRO,STAR,N,23
956,1990,2,HKL,OSD,BCAC,N,373
267,1986,1,NET,OLA,BRWN,N,224
250,1989,1,TWL,BRG,WDOW,N,23589
667,1987,3,HKL,OSD,BLGL,N,8436
250,1986,2,HKL,OSF,BRNZ,N,7
150,1983,2,HKL,OSD,SHRK,N,102
175,1990,3,HKL,MRO,USKT,N,7
961,1983,2,TWL,ERK,DBRK,N,427
231,1986,1,TWL,OSF,STRY,N,29380
262,1985,2,TWL,MNT,SSPN,N,58920
167,1983,3,HKL,BDG,SHRK,N,134
250,1988,3,TWL,ERK,YTRK,N,22764
961,1987,3,TWL,MNT,SNOS,N,422
165,1987,4,NET,OSB,ASRK,N,104502
250,1987,1,HKL,CRS,WDOW,N,210
150,1985,1,NET,ERK,SHRK,N,169
240,1985,2,TWL,ERK,UTRB,N,4920
960,1983,4,TWL,ERK,DBRK,N,6255
250,1985,4,NET,OSD,RDBD,N,2
200,1985,3,NET,OSB,UFLT,N,810
960,1988,4,TWL,BDG,CNRY,N,648
250,1984,4,FPT,OSD,URCK,N,2180
956,1986,2,NET,MRO,CLPR,N,21671
262,1983,4,TWL,CRS,SSPN,N,123468
155,1986,3,HKL,MNT,SHRK,N,830
959,1985,4,HKL,CRS,ARRA,N,14
205,1983,1,TWL,BRG,SSOL,N,1970
435,1988,2,TWL,OSB,OCRK,N,1075
190,1986,4,TWL,ERK,SABL,N,510934
200,1986,2,TWL,MRO,UFLT,N,3
230,1984,1,NET,OSB,UFLT,N,37
252,1990,1,HKL,ERK,BLCK,N,3731
960,1990,2,NET,MNT,CLPR,N,573
959,1989,1,TWL,CRS,CLPR,N,194
959,1988,4,HKL,ERK,WDOW,N,1999
165,1987,3,TWL,OLA,ASRK,N,3236
956,1990,3,HKL,MNT,YTRK,N,2087
956,1989,1,TWL,OSF,BLGL,N,171
231,1987,2,NET,OSF,STRY,N,79
250,1990,3,TWL,CRS,GSRK,N,547
250,1986,3,TWL,MNT,LCOD,N,1722
150,1984,1,NET,OSF,SHRK,N,2216
961,1985,1,TWL,ERK,RSTN,N,6120
206,1986,4,FPT,OSF,EGLS,N,6137
153,1986,1,HKL,OLA,LSRK,N,511
665,1986,2,HKL,MRO,BDRK,N,3
271,1984,3,TWL,OSF,POP,N,66
977,1983,1,NET,OLA,STAR,N,52
262,1990,1,TWL,MRO,LSPN,N,888795
957,1989,4,HKL,MRO,CHNA,N,44
667,1988,2,NET,OSB,SNOS,N,2076
175,1987,3,HKL,BDG,USKT,N,15
245,1987,2,NET,OSD,CWCD,N,8670
435,1987,2,TWL,OSF,OCRK,N,5981
175,1988,4,NET,MRO,USKT,N,1873
205,1988,3,NET,OSB,SSOL,N,4
956,1986,3,TWL,MNT,LCOD,N,8924
961,1990,2,NET,MRO,ARRA,N,2765
152,1983,1,NET,OSB,DSRK,N,86
222,1987,3,HKL,BRG,CHLB,N,59
190,1985,1,NET,OSF,SABL,N,325
269,1984,1,HKL,MNT,WDOW,N,22
200,1985,4,HKL,CRS,UFLT,N,15
959,1988,2,TWL,ERK,STRK,N,3
267,1984,4,NET,OSB,BRWN,N,94
207,1985,2,HKL,BRG,REX,N,514
207,1984,1,TWL,MNT,REX,N,40653
262,1983,1,TWL,OSB,THDS,N,76
250,1990,1,TWL,MNT,DBRK,N,483
198,1989,3,NET,MNT,GRDR,N,50
155,1989,4,NET,OSB,SHRK,N,15340
150,1990,1,NET,MRO,SHRK,N,748
250,1986,2,NET,OSD,CWCD,N,401
957,1986,3,HKL,MNT,BRWN,N,5879
152,1986,3,NET,OSF,DSRK,N,10
195,1986,1,FPT,OSF,LCOD,N,58
190,1983,4,HKL,MNT,SABL,N,67
262,1983,4,TWL,BDG,BCAC,N,1376
269,1988,2,HKL,MNT,WDOW,N,2935
960,1984,4,TWL,CRS,POP,N,2089
959,1984,3,HKL,OSD,SPKL,N,124
231,1984,1,TWL,ERK,STRY,N,1177
240,1983,4,TWL,OSF,UTRB,N,205
959,1990,3,NET,MNT,VRML,N,28645
960,1990,3,TWL,ERK,CLPR,N,40847
271,1983,1,HKL,OSF,POP,N,363
959,1987,3,NET,BDG,URCK,N,519
267,1990,4,TWL,BRG,BRWN,N,4261
956,1989,2,TWL,BRG,BCAC,N,25365
153,1988,3,TWL,OSF,LSRK,N,398
154,1988,1,NET,OSF,SHRK,N,2
959,1988,3,NET,OLA,STAR,N,288
261,1988,1,HKL,OSF,CBZN,N,110
959,1985,1,NET,OSB,BLGL,N,16
959,1989,3,HKL,ERK,DBRK,N,2493
960,1986,2,TWL,CRS,BLGL,N,283
155,1983,2,HKL,MNT,SHRK,N,303
977,1983,1,NET,OSB,COPP,N,205
250,1989,4,HKL,BRG,RDBD,N,64
250,1989,1,HKL,ERK,GSPT,N,90
250,1988,1,NET,OSF,BANK,N,16613
959,1988,4,HKL,MNT,RSTN,N,62
956,1986,3,HKL,OSB,GSRK,N,941
209,1983,2,TWL,MRO,PTRL,N,34438
956,1983,2,TWL,MNT,BANK,N,7202
250,1990,2,HKL,BDG,WDOW,N,3882
956,1989,4,NET,MRO,CLPR,N,11997
195,1990,4,NET,MNT,LCOD,N,55462
663,1987,4,NET,OSF,LCOD,N,1303
250,1990,4,TWL,MNT,GSRK,N,6
956,1988,2,HKL,MNT,SSPN,N,2
960,1988,4,HKL,OSF,URCK,N,467
959,1987,1,NET,OSD,GSPT,N,24
956,1984,4,TWL,BRG,BANK,N,3320
956,1984,3,HKL,MRO,CLPR,N,1592
435,1988,3,NET,OSF,OCRK,N,78107
250,1986,3,HKL,BDG,ARRA,N,18
250,1989,3,HKL,ERK,YTRK,N,9819
225,1988,2,TWL,OSF,UDAB,N,126770
190,1987,4,TWL,BRG,SABL,N,250174
165,1985,4,NET,OSB,ASRK,N,200315
250,1986,4,HKL,ERK,GSPT,N,34
956,1986,4,HKL,OLA,OLVE,N,333
250,1986,4,HKL,MNT,LCOD,N,62
190,1986,1,HKL,CRS,SABL,N,912
956,1986,2,HKL,OLA,YTRK,N,2184
250,1986,1,HKL,CRS,YEYE,N,8
165,1983,1,NET,BDG,ASRK,N,66
961,1990,3,TWL,BRG,RDBD,N,365
961,1985,2,TWL,ERK,SHRP,N,25478
230,1985,3,TWL,MNT,UFLT,N,8428
